southern_alps/20241217_093904.jpg,image/jpeg,7211422,bc49ab7385aa119f33cf5373370be89d
southern_alps/20241217_094503.jpg,image/jpeg,8492260,bef2fc7a7bcde45f0ad1dea1a8c06f84
southern_alps/20241217_101405.jpg,image/jpeg,7561321,3eae081681e8dd6f293d34c59aa1270c
southern_alps/20241217_154232.jpg,image/jpeg,7461426,db6f0285c96296453c59fd7d42d01f01
southern_alps/20241217_164602.jpg,image/jpeg,8553756,b3163a483a11ad9c7e16105c73075a87
southern_alps/20241217_165530.jpg,image/jpeg,8352354,a98881b93971c4a651838823a352220b
southern_alps/20241217_195337.jpg,image/jpeg,5987909,40488cf821340151c64bc0f10a2acb4f
southern_alps/20241218_110728.jpg,image/jpeg,5525292,806c1137d23a2c8cb03b5b09eeb0a42b
southern_alps/20241218_120755.jpg,image/jpeg,4616666,7b1a32c562e7aa90d83d3feff941ef9b
southern_alps/20241218_124008.jpg,image/jpeg,6036713,b30d1c2128eb01a0f112eed4aac88219
